,NAME,host_identity_verified,host.name,neighbourhood.group,neighbourhood,lat,long,instant_bookable,cancellation_policy,room.type,Construction.year,price,service.fee,minimum.nights,number.of.reviews,reviews.per.month,review.rate.number,calculated.host.listings.count,availability.365
71967,NYC Queen size Bedroom w/private  bathroom.,verified,Ray,Bronx,Pelham Bay,40.84423,-73.83602,TRUE,strict,Private room,2020,$984 ,$197 ,3,113,2.42,3,1,290
68380,Medical Student Room C,verified,Rosemarie,Brooklyn,East Flatbush,40.65286,-73.93371,TRUE,moderate,Private room,2012,$984 ,$197 ,30,1,1,2,4,245
98440,Harlem White - City College,unconfirmed,James,Manhattan,Harlem,40.82162,-73.94902,TRUE,flexible,Shared room,2021,$984 ,$197 ,2,54,5.61,2,2,22
71042,A Tree Grows in Brooklyn,verified,Marlyn,Brooklyn,Canarsie,40.64308,-73.9077,FALSE,moderate,Entire home/apt,2013,$984 ,$197 ,3,158,2.27,4,1,317
67426,Maimonides employees—a short walk to the hospital!,unconfirmed,Jack,Brooklyn,Borough Park,40.64533,-73.99868,TRUE,flexible,Private room,2004,$984 ,$197 ,3,114,2.46,3,1,0
68801,Cozy room in Brooklyn <3,verified,Carmen,Brooklyn,Bedford-Stuyvesant,40.68611,-73.95171,FALSE,moderate,Private room,2020,$984 ,$197 ,7,1,0.05,3,1,0
11309,East Williamsburg / Bushwick loft,verified,Adam,Brooklyn,Williamsburg,40.70353,-73.93482,TRUE,flexible,Entire home/apt,2021,$984 ,$197 ,7,16,0.49,2,1,329
64370,Brilliant BR w/ Private Bath near Manhattan,unconfirmed,Kaz,Queens,Woodside,40.74515,-73.90604,TRUE,strict,Private room,2012,$984 ,$197 ,30,5,0.14,4,161,352
69551,Garden Oasis in the ♥️ of NYC | Steps to Times Sq!,verified,Heather,Manhattan,Hell's Kitchen,40.76257,-73.99303,FALSE,strict,Entire home/apt,2012,$984 ,$197 ,3,35,0.42,1,1,38
58022,Entire factory  LOFT in East Williamsburg!,verified,Aushra,Brooklyn,Williamsburg,40.70301,-73.93464,TRUE,flexible,Entire home/apt,2020,$984 ,$197 ,10,6,0.16,2,1,31
77221,"Private Room in Bronx NY, Manhattan",unconfirmed,Evguenia,Bronx,Morris Heights,40.84862,-73.92412,FALSE,flexible,Private room,2015,$983 ,$197 ,1,3,0.32,2,1,365
27079,Peaceful 1 Bedroom in the East Village,unconfirmed,Sasha,Manhattan,East Village,40.72171,-73.98307,FALSE,moderate,Entire home/apt,2017,$983 ,$197 ,4,68,3.34,5,1,41
58543,1 BEDROOM APT  WITH 2 FULL BEDS! 8 mins to JFK,verified,Khairul,Brooklyn,Cypress Hills,40.68021,-73.8642,TRUE,strict,Entire home/apt,2021,$983 ,$197 ,2,30,2.63,4,1,270
93851,East Village Celebrity Townhouse,verified,Patti,Manhattan,East Village,40.7235,-73.98534,FALSE,moderate,Entire home/apt,2012,$983 ,$197 ,3,55,3.5,5,1,37
97492,Relaxing Ridgewood Apartment,unconfirmed,Erin,Queens,Ridgewood,40.70804,-73.89747,TRUE,moderate,Entire home/apt,2003,$983 ,$197 ,7,2,0.22,4,1,93
66974,Rare Find! - Smart Home Condo in Upper Manhattan!,verified,Cameron,Manhattan,East Harlem,40.81039,-73.93727,FALSE,strict,Private room,2020,$983 ,$197 ,3,15,0.53,3,1,0
59471,"Warm, Cozy and Sunny place to enjoy NYC.",unconfirmed,Angela,Manhattan,Inwood,40.86881,-73.92304,FALSE,moderate,Private room,2004,$983 ,$197 ,1,7,0.26,2,1,185
93425,"Great Home&Host, next to 1 train",unconfirmed,Dee,Manhattan,Harlem,40.82325,-73.95243,FALSE,strict,Private room,2014,$982 ,$196 ,14,12,0.82,3,4,0
6080,Beautiful Upper West Side,verified,Michael,Manhattan,Upper West Side,40.77783,-73.9815,TRUE,moderate,Entire home/apt,2010,$982 ,$196 ,30,5,0.09,3,1,95
56145,Like,verified,Qiulan,Brooklyn,Sunset Park,40.64509,-74.00222,TRUE,moderate,Private room,2017,$982 ,$196 ,1,66,2.24,5,8,364
96398,Sonder | Hanover Square | Sunny 1BR + Rooftop,verified,Sonder,Manhattan,Financial District,40.70376,-74.00833,TRUE,flexible,Entire home/apt,2011,$982 ,$196 ,29,2,0.24,5,96,323
9419,"Sunny Upper East Side Apt, Balcony",verified,Fon,Manhattan,Upper East Side,40.76446,-73.95603,TRUE,moderate,Private room,2011,$982 ,$196 ,2,2,0.04,1,1,218
97671,One Beautiful Sunny Bedroom with Amazing Views,unconfirmed,Ayesha,Manhattan,Battery Park City,40.71728,-74.01511,FALSE,flexible,Private room,2016,$982 ,$196 ,1,5,0.45,2,1,0
62011,Fitzgerald,verified,Jake,Queens,Jamaica,40.68718,-73.78554,TRUE,strict,Private room,2010,$982 ,$196 ,1,324,3.42,3,5,359
28140,Havemeyer mini Duplex in central Williamsburg,verified,Patrick,Brooklyn,Williamsburg,40.71515,-73.95231,TRUE,moderate,Entire home/apt,2005,$982 ,$196 ,2,59,3.28,5,1,81
30492,"Great Home&Host, next to 1 train",unconfirmed,Dee,Manhattan,Harlem,40.82325,-73.95243,TRUE,flexible,Private room,2014,$982 ,$196 ,14,12,0.82,3,4,0
96756,"Huge, Bright Bushwick 3 Bedroom blocks from train",verified,HyeSuk & Alex,Brooklyn,Bedford-Stuyvesant,40.69516,-73.93213,FALSE,strict,Private room,2014,$982 ,$196 ,5,3,0.44,4,4,167
24143,Comfortable and cozy sunlit home,verified,Sarah,Brooklyn,Clinton Hill,40.69215,-73.96692,TRUE,moderate,Entire home/apt,2011,$982 ,$196 ,10,6,0.25,1,1,11
4401,Perfect NYC Flat! Modern!,verified,AFI Apartments,Manhattan,Upper East Side,40.77233,-73.9572,FALSE,flexible,Entire home/apt,2011,$982 ,$196 ,30,1,0.03,3,29,98
33823,"Huge, Bright Bushwick 3 Bedroom blocks from train",unconfirmed,HyeSuk & Alex,Brooklyn,Bedford-Stuyvesant,40.69516,-73.93213,TRUE,moderate,Private room,2014,$982 ,$196 ,5,3,0.44,4,4,167
47742,Smart Bedroom in Artistic Williamsburg Apartment,verified,T. & Marnie,Brooklyn,Williamsburg,40.71019,-73.95739,FALSE,moderate,Private room,2014,$981 ,$196 ,1,1,1,2,1,46
13699,Comfortable Room in 3 bedroom Apt,verified,Ariel,Manhattan,East Harlem,40.78593,-73.94169,FALSE,flexible,Private room,2022,$981 ,$196 ,1,1,0.02,4,1,120
21240,Stunning Terrace/garden Design 2 BR Apartment,unconfirmed,Christophe,Manhattan,Harlem,40.80346,-73.94583,FALSE,moderate,Entire home/apt,2008,$981 ,$196 ,5,23,0.84,3,1,3
61564,"East Harlem, 5 min to Subway 1 Bedroom, very clean",unconfirmed,Magdalena,Manhattan,East Harlem,40.80841,-73.93718,TRUE,flexible,Private room,2016,$981 ,$196 ,1,2,0.61,2,1,4
21497,"Bright, beautiful room, just block to A, C train",verified,Olya,Brooklyn,Bedford-Stuyvesant,40.67704,-73.91484,TRUE,moderate,Private room,2010,$981 ,$196 ,1,13,0.46,3,1,0
1462,BIG East Village 1bd all the extras,verified,Noel,Manhattan,East Village,40.72171,-73.98334,TRUE,strict,Entire home/apt,2004,$981 ,$196 ,3,10,0.14,5,1,168
40255,*PRIME MANHATTAN*one block to 5 trains*ROOFDECK!*,unconfirmed,Sara,Manhattan,Harlem,40.8249,-73.94585,TRUE,moderate,Private room,2003,$981 ,$196 ,1,30,5.56,5,1,67
88537,Private room in astoria for a month!,unconfirmed,Yudum,Queens,Astoria,40.77013,-73.92092,TRUE,flexible,Private room,2009,$981 ,$196 ,2,2,1.22,2,2,34
78661,"Bright, beautiful room, just block to A, C train",verified,Olya,Brooklyn,Bedford-Stuyvesant,40.67704,-73.91484,TRUE,flexible,Private room,2010,$981 ,$196 ,1,13,0.46,3,1,0
26973,Wonderful Private Room with Spacious Outdoor Patio,verified,Ashley,Brooklyn,Williamsburg,40.71817,-73.94289,TRUE,strict,Private room,2018,$980 ,$196 ,2,24,1.18,4,2,53
35535,法拉盛步行7号地铁7分钟左右单房(共用卫生间),verified,Cen,Queens,Flushing,40.75539,-73.83571,TRUE,moderate,Private room,2017,$980 ,$196 ,1,19,2,3,3,45
47259,"CHARM APT IN LOWER EAST SIDE, WALKING EVERYWHERE",verified,Antina,Manhattan,Lower East Side,40.7195,-73.98558,FALSE,moderate,Entire home/apt,2004,$980 ,$196 ,1,1,1,2,1,270
35238,"Private room in TRIBECA Loft, elevator into apt!",unconfirmed,Daniel,Manhattan,Tribeca,40.71392,-74.00754,TRUE,moderate,Private room,2014,$980 ,$196 ,2,3,0.84,5,1,0
71209,LOFT Private Room - MOVIE THEATER/GYM/LAUNDRY/ROOF,verified,Adriana,Brooklyn,Bedford-Stuyvesant,40.69009,-73.95314,FALSE,flexible,Private room,2012,$980 ,$196 ,10,20,0.29,4,1,184
20882,1 BR at Wyndham Midtown 45 NYC,verified,Gary,Manhattan,Midtown,40.75377,-73.97203,TRUE,strict,Private room,2021,$980 ,$196 ,2,2,0.16,2,2,0
19285,Modern Luxury Loft  3bd  Williamsburg,verified,Alex,Brooklyn,Williamsburg,40.71322,-73.9648,FALSE,strict,Entire home/apt,2013,$980 ,$196 ,3,88,2.68,5,1,267
77486,Lovely apartment near Prospect Park.,verified,Franny & Zooey,Brooklyn,Kensington,40.64571,-73.97449,FALSE,flexible,Entire home/apt,2021,$980 ,$196 ,7,2,0.07,2,1,0
58550,Private suite- 5 mins from LGA/Airport,unconfirmed,Luciano,Queens,East Elmhurst,40.76734,-73.86803,TRUE,flexible,Entire home/apt,2005,$980 ,$196 ,1,26,2.47,4,1,175
63783,Private 1-bedroom with backyard,verified,Ray,Brooklyn,Flatbush,40.65174,-73.95512,FALSE,strict,Private room,2004,$980 ,$196 ,1,4,0.57,5,2,362
61938,Modern Cozy Flat in Astoria | 15 min to Manhattan,verified,Kirsten,Queens,Ditmars Steinway,40.77656,-73.90929,FALSE,flexible,Entire home/apt,2020,$980 ,$196 ,150,95,1.48,4,1,0
65320,🌟 Stargaze Suite 🕉️ 🌾shared green yogi-palace🍃,verified,Haffro,Manhattan,East Village,40.72213,-73.98274,TRUE,moderate,Private room,2015,$980 ,$196 ,1,3,0.19,5,8,155
86546,Charming 1 Bedroom  in Harlem,unconfirmed,Sarah-Jane,Manhattan,Harlem,40.81551,-73.94916,FALSE,flexible,Private room,2006,$980 ,$196 ,2,16,0.44,4,2,141
33805,Compact Comfy Cute Private room in Brooklyn Ctown,unconfirmed,青明,Brooklyn,Sunset Park,40.64165,-74.00922,TRUE,flexible,Private room,2012,$980 ,$196 ,2,6,0.53,3,5,224
96305,Pent House Studio Minutes From Manhattan,verified,Sean,Brooklyn,Flatbush,40.65401,-73.96212,FALSE,moderate,Entire home/apt,2021,$979 ,$196 ,1,22,1.8,3,1,93
58292,White Tara House,verified,Kunchok,Queens,Jackson Heights,40.74935,-73.87035,TRUE,strict,Private room,2010,$979 ,$196 ,2,4,0.55,5,3,277
30202,2 Story PRIVATE Duplex/Elevator Building in NoMad,verified,C,Manhattan,Kips Bay,40.74121,-73.98139,FALSE,strict,Entire home/apt,2008,$979 ,$196 ,1,66,4.09,3,1,83
27072,A cozy room for the holidays in Brooklyn,verified,Andy,Brooklyn,Bedford-Stuyvesant,40.68551,-73.9216,FALSE,flexible,Private room,2004,$979 ,$196 ,18,1,0.05,4,2,0
91538,Sunny room in European-style apartment,verified,Bart,Brooklyn,Prospect Heights,40.67613,-73.97095,TRUE,flexible,Private room,2019,$978 ,$196 ,2,16,0.57,2,1,6
25199,"Clean and bright apartment in Harlem, 2 BR",unconfirmed,Justine,Manhattan,Harlem,40.812,-73.94189,TRUE,flexible,Entire home/apt,2011,$978 ,$196 ,5,5,0.22,3,1,0
95606,Big Apple Retreat,verified,Gail,Queens,Maspeth,40.71301,-73.90716,FALSE,flexible,Entire home/apt,2006,$978 ,$196 ,3,8,0.61,3,2,350
49693,Charming 2 bedroom apt inside a private house,unconfirmed,Lesvia,Bronx,Kingsbridge,40.86452,-73.90408,FALSE,moderate,Entire home/apt,2017,$978 ,$196 ,2,7,1.67,2,1,179
88649,Beautiful room with all Amenities and gym,unconfirmed,David,Manhattan,Harlem,40.8153,-73.93741,FALSE,strict,Private room,2018,$978 ,$196 ,2,26,0.76,5,4,280
17772,Sunny Suite in Bed Stuy with AC!,verified,Hadass,Brooklyn,Bedford-Stuyvesant,40.68968,-73.94548,TRUE,moderate,Private room,2006,$978 ,$196 ,2,104,2.88,5,3,97
37661,Cozy one bedroom apt near Central Park,verified,Esperanza,Manhattan,East Harlem,40.79,-73.94728,TRUE,flexible,Entire home/apt,2004,$978 ,$196 ,2,11,1.49,2,1,0
46095,Apartamento compartido NYC.,unconfirmed,Jesus A,Bronx,Fordham,40.85743,-73.90233,TRUE,strict,Shared room,2022,$978 ,$196 ,1,1,0.83,4,1,11
47457,Rare Spacious 2 Bedroom apartment with yard...,unconfirmed,Wanderson,Brooklyn,Bedford-Stuyvesant,40.69819,-73.94719,TRUE,strict,Entire home/apt,2005,$978 ,$196 ,2,1,1,2,1,347
75991,Beautiful room with all Amenities and gym,verified,David,Manhattan,Harlem,40.8153,-73.93741,TRUE,flexible,Private room,2018,$978 ,$196 ,2,26,0.76,5,4,280
26756,Cozy room near Times Square,unconfirmed,Stephanie,Manhattan,Hell's Kitchen,40.75703,-73.99371,TRUE,strict,Private room,2020,$978 ,$196 ,1,130,6.25,2,2,45
33061,Private Cozy bedroom 12 minutes to Midtown,verified,Luis,Queens,Long Island City,40.75654,-73.94232,TRUE,flexible,Private room,2020,$977 ,$195 ,2,42,3.59,4,2,54
44709,Full floor of our gorgeous Harlem brownstone,verified,Jordon,Manhattan,Harlem,40.81155,-73.94339,TRUE,flexible,Entire home/apt,2020,$977 ,$195 ,4,3,1.55,5,1,0
40363,Sunny Spacious 2BR Apt in Heart of Bushwick,verified,Mike,Brooklyn,Bushwick,40.70146,-73.92841,TRUE,moderate,Entire home/apt,2017,$977 ,$195 ,30,7,1.46,5,4,218
49990,"Private Studio + Own Entrance, 15 min to Manhattan",unconfirmed,Mia,Brooklyn,Bushwick,40.69233,-73.9244,FALSE,moderate,Private room,2005,$977 ,$195 ,5,161,3.88,5,2,169
30530,Private Apartment steps from Central Park,verified,Alysha,Manhattan,East Harlem,40.78757,-73.95402,TRUE,strict,Entire home/apt,2011,$977 ,$195 ,1,19,1.23,4,1,177
62410,Monthly Giant Room-Next to A-B-C-D-Washer & Dryer,verified,Ozzy,Manhattan,Harlem,40.82466,-73.94606,TRUE,flexible,Private room,2004,$977 ,$195 ,30,2,0.19,3,5,291
95049,❤ Bushwick / Room with SmartTV & Private bathroom,unconfirmed,Ming,Brooklyn,Bushwick,40.69787,-73.93091,FALSE,strict,Private room,2013,$977 ,$195 ,2,36,2.61,5,4,64
24294,Chelsea luxury apartment,unconfirmed,Ze,Manhattan,Chelsea,40.74794,-73.98927,FALSE,strict,Private room,2017,$977 ,$195 ,2,2,0.21,5,1,22
10981,Beautiful 1 Bedroom + futon,unconfirmed,Eli,Brooklyn,Columbia St,40.68053,-74.00387,FALSE,flexible,Entire home/apt,2020,$977 ,$195 ,3,15,0.33,5,1,12
41672,"Private Studio for Events, Recording & Exhibitions",verified,Mariah,Brooklyn,Bushwick,40.68385,-73.90653,FALSE,flexible,Private room,2007,$977 ,$195 ,1,3,0.93,2,1,364
72814,Beautiful 1 Bedroom + futon,unconfirmed,Eli,Brooklyn,Columbia St,40.68053,-74.00387,TRUE,flexible,Entire home/apt,2020,$977 ,$195 ,3,15,0.33,5,1,356
50415,One Bedroom Apartment minutes from JFK and LGA,unconfirmed,Yahira,Queens,Ozone Park,40.68275,-73.83897,TRUE,moderate,Entire home/apt,2009,$977 ,$195 ,1,69,4.03,5,2,364
15620,Lovely apartment as home,unconfirmed,Cindy,Queens,Flushing,40.72635,-73.80237,TRUE,flexible,Entire home/apt,2015,$977 ,$195 ,1,229,5.97,4,1,34
99794,1889 Brooklyn Firehouse Apt. Clinton Hill-BedStuy,verified,Luke,Brooklyn,Bedford-Stuyvesant,40.69395,-73.95934,TRUE,flexible,Entire home/apt,2010,$977 ,$195 ,2,149,4.6,3,1,1
17659,Wonderful private room fun apt in Hells Kitchen!,unconfirmed,Vincent,Manhattan,Hell's Kitchen,40.76601,-73.99167,TRUE,moderate,Private room,2019,$976 ,$195 ,1,43,1.27,3,1,0
42973,Comfy and cozy room 20 mins away from Manhattan.,unconfirmed,Yurany,Queens,Elmhurst,40.74326,-73.88912,TRUE,moderate,Private room,2010,$976 ,$195 ,2,16,5.05,2,1,32
63439,BKLYN'S Best 3BR Townhouse  W/Garden,verified,Shane & Nicole,Brooklyn,Gowanus,40.68385,-73.98655,FALSE,strict,Entire home/apt,2017,$976 ,$195 ,30,23,0.3,5,4,288
64178,Modern 1 Bedroom in Heart of Williamsburg,unconfirmed,Tarek,Brooklyn,Williamsburg,40.71381,-73.96553,TRUE,strict,Entire home/apt,2003,$976 ,$195 ,3,10,0.49,3,1,0
87398,"Private room in Astoria, NY",unconfirmed,Liliana,Queens,Astoria,40.75528,-73.91628,FALSE,strict,Private room,2010,$976 ,$195 ,2,41,1.19,2,1,278
33981,Bright Brooklyn (Boerum Hill) Condo w Roof Deck,unconfirmed,Adam,Brooklyn,Boerum Hill,40.68647,-73.98197,FALSE,moderate,Entire home/apt,2014,$975 ,$195 ,2,6,0.53,5,1,0
88641,Bright Cozy Apartment next to Prospect Park,unconfirmed,Gracelyn,Brooklyn,Windsor Terrace,40.65828,-73.98451,TRUE,flexible,Entire home/apt,2009,$975 ,$195 ,2,5,0.15,4,2,0
23519,Private Room near Columbia University,unconfirmed,Lorenzo,Manhattan,Morningside Heights,40.81192,-73.96164,TRUE,strict,Private room,2011,$975 ,$195 ,20,1,0.05,2,1,0
14010,"Bright, Spacious Alcove 1 Bedroom",unconfirmed,Gina,Manhattan,Greenwich Village,40.7276,-74.00075,TRUE,strict,Entire home/apt,2008,$975 ,$195 ,2,47,1.14,5,1,362
96914,Bright Brooklyn (Boerum Hill) Condo w Roof Deck,verified,Adam,Brooklyn,Boerum Hill,40.68647,-73.98197,TRUE,flexible,Entire home/apt,2014,$975 ,$195 ,2,6,0.53,5,1,0
32657,Clean Private Room in Manhattan!,verified,Sophie,Manhattan,Upper West Side,40.79598,-73.96255,FALSE,moderate,Private room,2019,$975 ,$195 ,2,52,4.25,3,4,242
50356,"Tranquility stay Near JFK entire space
private",verified,DeMarco,Queens,Cambria Heights,40.69638,-73.72579,TRUE,flexible,Private room,2010,$975 ,$195 ,1,107,3.47,4,1,352
49891,Lovely 1bd apt in Bedstuy w/ full kitchen by train,unconfirmed,Erika,Brooklyn,Bedford-Stuyvesant,40.68826,-73.92743,FALSE,flexible,Entire home/apt,2020,$975 ,$195 ,3,1,1,2,1,173
66860,New Stay,unconfirmed,Marina,Brooklyn,Sheepshead Bay,40.58488,-73.9588,FALSE,flexible,Entire home/apt,2010,$975 ,$195 ,30,1,0.05,2,1,0
102453,Lush mid-century haven in Greenpoint,verified,Laine,Brooklyn,Greenpoint,40.73347,-73.95164,FALSE,strict,Private room,2017,$975 ,$195 ,3,2,0.2,4,1,0
79915,Wonderful living in 3B/3B Harlem Brownstone Duplex,verified,Paulina,Manhattan,Harlem,40.83099,-73.9444,FALSE,flexible,Entire home/apt,2008,$975 ,$195 ,1,52,5.05,2,1,256
87186,True 1 Bedroom Apt in Manhattan's Lower East Side,unconfirmed,Sabrina,Manhattan,Lower East Side,40.71526,-73.98484,TRUE,strict,Entire home/apt,2014,$975 ,$195 ,1,6,0.16,5,1,0
95914,Brooklyn Palace,unconfirmed,Eric,Brooklyn,Bushwick,40.68232,-73.9058,FALSE,moderate,Entire home/apt,2012,$975 ,$195 ,1,1,0.12,4,1,85
92697,Nice extra room in Bushwick,verified,Chris,Brooklyn,Bushwick,40.70332,-73.92766,FALSE,moderate,Private room,2012,$975 ,$195 ,2,13,0.93,3,2,141
74944,"Cozy, Confortable and Nice place in Bay Ridge",verified,Stefany,Brooklyn,Bay Ridge,40.63238,-74.02382,TRUE,moderate,Private room,2011,$975 ,$195 ,1,22,5.32,2,1,83
17364,True 1 Bedroom Apt in Manhattan's Lower East Side,unconfirmed,Sabrina,Manhattan,Lower East Side,40.71526,-73.98484,TRUE,flexible,Entire home/apt,2014,$975 ,$195 ,1,6,0.16,5,1,0
68706,Living room available! Modern apartment in midtown,unconfirmed,Haley,Manhattan,Murray Hill,40.7487,-73.97479,FALSE,flexible,Shared room,2004,$975 ,$195 ,1,47,2.2,3,2,365
65584,SUNNY ROOM C IN CHARMING AREA + ROOF DECK ACCESS!,unconfirmed,Suzette And Graham,Brooklyn,Clinton Hill,40.69292,-73.96188,FALSE,moderate,Private room,2021,$975 ,$195 ,30,1,0.1,2,19,292
33343,Contemporary Brooklyn living 20 min from Manhattan,verified,Rachael,Brooklyn,Fort Greene,40.68664,-73.97683,TRUE,moderate,Entire home/apt,2013,$974 ,$195 ,5,2,0.19,5,2,0
60259,Designer 1-bedroom apartment in Brooklyn.,verified,Scott,Brooklyn,Bushwick,40.69391,-73.91171,FALSE,flexible,Entire home/apt,2006,$974 ,$195 ,3,1,0.43,3,1,4
51307,Your cozy comfy 2-bedroom vacation home,verified,Anne Gessica,Queens,Jamaica,40.68662,-73.78684,FALSE,flexible,Private room,2004,$974 ,$195 ,1,4,1.9,4,1,355
87241,Bright Williamsburg Oversized Loft-like Space!,verified,N-And-A,Brooklyn,Williamsburg,40.71301,-73.9495,FALSE,flexible,Entire home/apt,2006,$974 ,$195 ,30,47,1.41,3,1,298
65058,Fantastic studio in the heart of NYC,verified,Stanley,Manhattan,Murray Hill,40.74993,-73.97569,FALSE,flexible,Entire home/apt,2005,$974 ,$195 ,30,2,0.18,2,83,365
93508,omoh comfort,verified,Lohlah,Queens,St. Albans,40.69147,-73.76013,FALSE,flexible,Private room,2015,$974 ,$195 ,3,9,0.57,3,1,90
55911,Haute Brand New East Village Manhattan Apartment,verified,Páidi,Manhattan,East Village,40.72845,-73.98857,TRUE,strict,Private room,2013,$974 ,$195 ,14,14,0.27,2,1,28
66423,NY Queens Penthouse Share = 1LOFT aka Queens' Loft,unconfirmed,Iris,Queens,Kew Gardens,40.70836,-73.83025,FALSE,strict,Private room,2021,$974 ,$195 ,30,16,0.21,2,4,63
91083,Sunny room in a shared appartement in Bushwick,unconfirmed,Do,Brooklyn,Bushwick,40.70657,-73.92181,TRUE,moderate,Private room,2021,$974 ,$195 ,5,1,0.04,3,1,0
78425,Sunny room in a shared appartement in Bushwick,unconfirmed,Do,Brooklyn,Bushwick,40.70657,-73.92181,TRUE,strict,Private room,2021,$974 ,$195 ,5,1,0.04,3,1,0
41902,Sonder | The Nash | Eclectic Studio + Rooftop,unconfirmed,Sonder (NYC),Manhattan,Murray Hill,40.74868,-73.97563,TRUE,flexible,Entire home/apt,2014,$974 ,$195 ,2,8,2.03,5,327,108
61480,Boutique guesthouse in historic brownstone - Rm1,unconfirmed,Katie,Manhattan,Harlem,40.81342,-73.94769,TRUE,flexible,Private room,2010,$973 ,$195 ,2,14,2.12,3,4,61
60026,"Brooklyn’s Newest Gem! Spacious, Modern apartment.",unconfirmed,Shanda,Brooklyn,Crown Heights,40.67692,-73.95111,TRUE,flexible,Entire home/apt,2006,$973 ,$195 ,3,13,1.47,2,2,137
58596,✪2BR 4Beds 2BA w/Laundry ✪ Large Kitchen✪,verified,Grace,Brooklyn,East New York,40.671562,-73.891777,TRUE,moderate,Entire home/apt,2019,$973 ,$195 ,2,4,0.77,2,2,166
88292,Comfort in Manhattan,unconfirmed,Francesca,Manhattan,Upper East Side,40.77715,-73.94802,FALSE,strict,Private room,2017,$973 ,$195 ,4,7,0.21,3,1,365
49822,"Private Room in Crown Heights 2 block 2,3,4 trains",unconfirmed,Mario,Brooklyn,Crown Heights,40.66962,-73.93203,FALSE,moderate,Private room,2020,$973 ,$195 ,2,37,3.19,3,1,56
44960,Are You Ready for Central Park State of Mind?,unconfirmed,Park Lane,Manhattan,Midtown,40.76559,-73.97632,TRUE,flexible,Private room,2013,$973 ,$195 ,1,1,1,5,14,340
54747,Cute Plant Themed Bedroom,verified,Miguel,Bronx,Port Morris,40.80537,-73.92174,TRUE,flexible,Private room,2018,$973 ,$195 ,1,53,5.93,5,4,356
7214,Sleek Bushwick Loft,verified,Alex,Brooklyn,Williamsburg,40.70629,-73.92884,FALSE,flexible,Entire home/apt,2006,$973 ,$195 ,2,3,0.06,1,1,31
90565,quaint village apartment for up to 6,unconfirmed,Jacqueline,Manhattan,Greenwich Village,40.7286,-73.99971,FALSE,flexible,Entire home/apt,2007,$972 ,$194 ,1,81,2.64,3,1,258
38570,Refined private room next to Columbia University,unconfirmed,Sergii,Manhattan,Harlem,40.80384,-73.95754,TRUE,flexible,Private room,2019,$972 ,$194 ,30,1,0.3,3,6,364
79070,Cozy & Private Bedroom only 30-35 min to Manhattan,unconfirmed,Luis,Brooklyn,Bedford-Stuyvesant,40.67989,-73.90857,TRUE,strict,Private room,2010,$972 ,$194 ,1,102,3.66,5,3,121
91312,Private room in bustling East Village,unconfirmed,Taylor,Manhattan,East Village,40.72537,-73.97878,FALSE,strict,Private room,2017,$972 ,$194 ,2,147,5.07,3,3,18
21906,Cozy & Private Bedroom only 30-35 min to Manhattan,verified,Luis,Brooklyn,Bedford-Stuyvesant,40.67989,-73.90857,TRUE,moderate,Private room,2010,$972 ,$194 ,1,102,3.66,5,3,121
